job_code,title,job_group,job_subgroup,employee_category,salary_range_summary,salary_range_detail,job_summary,job_responsibilities,education,flsa_status,institution_job,supervisory_required,scaled_job,job_codes_detail,knowledges,skills,direct_link
FP160,Electrician - Apprentice,Facilities and Capital Planning,Skilled Trades,University Staff,67: Varies by job title,67: Varies by job title,"Under the general supervision of a person who holds a license as a licensed Master Electrician or a registration as a Registered Master Electrician, the electrician apprentice will assist with the installation, maintenance and repair of electrical wiring, equipment, and life safety and electrical control systems to ensure adequate, safe, and operable institutional facilities.","Trains to interpret blueprints and drawings and completes electrical calculations to assess and determine specifications and to calculate the materials and equipment required; Gather materials, prepares work area, and maintains equipment and supplies needed for job as instructed to do so by Supervisor and or lead; Trains to identify, analyze, troubleshoot, and assist with repairs of equipment and electrical faults according to established trade standards and applicable building and safety codes; Updates work logs and performs other administrative duties; Orders replacement parts and equipment as instructed to do so by Supervisor and or lead; Trains to complete electrical installations and carry out various maintenance duties; Under the supervision of Supervisor or lead, collaborates with and assists construction workers, trades and other team members; Learn from the master electrician and complete all assigned duties as instructed to do so by Supervisor and or lead; Completion of a registered apprenticeship program training requirements",H.S. Diploma and pass NJATC Apprenticeship Aptitude Battery Test Required,Non-Exempt,No,No,No,FP160: Electrician - Apprentice,Administration and Management; Building and Construction; Customer and Personal Service; Design; Mechanical,Active Listening; Critical Thinking; Repairing; Speaking; Troubleshooting,https://hr.wisc.edu/standard-job-descriptions/?q=FP160
FP040,Elevator Constructor,Facilities and Capital Planning,Skilled Trades,University Staff,67: Varies by job title,67: Varies by job title,"Assembles, installs, repairs, modernizes, and maintains electric or hydraulic freight or passenger elevators, escalators, or dumbwaiters to ensure adequate, safe, and operable institutional facilities.","Interprets blueprints and drawings to determine specifications and calculate the materials and equipment required. Discusses project plan with customer/client; Gathers materials, prepares work area, and maintains equipment and supplies needed for jobs; Performs skilled elevator construction, modernization, and repairs according to established standards, applicable codes, and inspections; Reviews finished projects with client/customer. Maintains records and reports of work status and completion according to established deadlines and expectations; Cleans work area upon completion of projects according to established guidelines and expectations; Collaborates with contractors, manages contractor service agreements, and reviews billable repairs",High School Diploma and the completion of a registered apprenticeship program approved by the Department of Workforce Development as a Elevator Constructor as defined on the National Elevator Industry Educational Program website -https://www.neiep.org/bst-Default.aspxPreferred Minimum,Non-Exempt,No,No,No,FP040: Elevator Constructor,Building and Construction; Computers and Electronics; Customer and Personal Service; Mechanical; Public Safety and Security,Critical Thinking; Equipment Maintenance; Operations Monitoring; Repairing; Troubleshooting,https://hr.wisc.edu/standard-job-descriptions/?q=FP040
FP162,Elevator Constructor - Apprentice,Facilities and Capital Planning,Skilled Trades,University Staff,67: Varies by job title,67: Varies by job title,"Assist with assembling, installing, repairing, modernizing, and maintaining electric or hydraulic freight or passenger elevators, escalators, or dumbwaiters to ensure adequate, safe, and operable institutional facilities. Attends all required training as stated in the apprenticeship program agreement.","Trains to interpret blueprints and drawings to determine specifications and calculate the materials and equipment required. Participates in discussions with customers/clients regarding project plan.; Gathers materials, prepares work area, and maintains equipment and supplies needed for jobs; Trains to perform skilled elevator construction, modernization, and repairs according to established standards, applicable codes, and inspections; Participates in review of finished projects with clients/customers. Participates in the review of finished projects with clients/customers. Under the direction of Supervisor or lead, maintains records and reports of work status and completion according to established deadlines and expectations.; Cleans work area upon completion of projects according to established guidelines and expectations; Collaborates with and assists contractors, trains to manage contractor service agreements, and reviews billable repairs; Completion of a registered apprenticeship program training requirements",H.S. Diploma and pass NJATC Apprenticeship Aptitude Battery Test Required,Non-Exempt,No,No,No,FP162: Elevator Constructor - Apprentice,Building and Construction; Computers and Electronics; Customer and Personal Service; Mechanical; Public Safety and Security,Critical Thinking; Equipment Maintenance; Operations Monitoring; Repairing; Troubleshooting,https://hr.wisc.edu/standard-job-descriptions/?q=FP162
CP001,Emergency Management Manager,"Compliance, Legal, and Protection",Emergency Management and Preparedness,Academic Staff,"24: $71,994-133,908","24: $71,994-133,908",Develops emergency plans and directs and/or supervises the emergency management team and emergency management programs for the institution to ensure safety and security of the community and affiliates. Coordinates disaster preparedness for the institution.,"May coordinate, monitor, and supervise the activities of unit staff; Assists leadership in developing goals and objectives consistent with unit strategies; Develops, reviews, and recommends emergency management grants, procedures, policies, and training materials; Serves as a key point of contact for outside entities to schedule, coordinate, and promote special trainings and events; Monitors and documents emergency response and security-related activities in accordance with applicable governmental rules and regulations; Provides leadership and facilitates the institution's emergency operation center and emergency operation plans; Coordinates Continuity of Operations Plans for individual divisions as well as the institution as a whole",Bachelor's Degree Preferred Minimum,Exempt,No,No,No,CP001: Emergency Management Manager,Administration and Management; Communications and Media; Customer and Personal Service; Law and Government; Public Safety and Security,Active Listening; Complex Problem Solving; Coordination; Service Orientation; Speaking,https://hr.wisc.edu/standard-job-descriptions/?q=CP001
CP002,Emergency Management Specialist,"Compliance, Legal, and Protection",Emergency Management and Preparedness,Academic Staff,"21: $56,112-104,368","21: $56,112-104,368","Coordinates crisis management activities including disaster preparedness planning, training, and modeling to test emergency response and preparedness. Responds to emergency situations and coordinates emergency responders from units and outside agencies to protect the institutional community and adjacent affiliates in a situation of emergency or crisis.","Creates emergency plans in response to natural disasters, terrorist acts, crowd violence, and emergencies of significant scope; Provides technical assistance with the development of compliance, investigative, and inspection procedures; Schedules logistics and secures resources for crisis management activities; Operates emergency control database(s) and adjacent resources; Serves as a point of contact for emergency management and emergency operations center activations, has delegated authority to make decisions on behalf of emergency management including commitment of resources required to address emergency situations; Identifies, organizes, and evaluates emergency management education and drills",Bachelor's Degree Preferred Minimum,Exempt,No,No,No,CP002: Emergency Management Specialist,Administration and Management; Computers and Electronics; Customer and Personal Service; Law and Government; Public Safety and Security,Active Listening; Judgment and Decision Making; Reading Comprehension; Speaking; Writing,https://hr.wisc.edu/standard-job-descriptions/?q=CP002
HR001,Employee Assistance Director (Inst),Human Resources,Employee Services,Limited,"27: $95,824-178,232","27: $95,824-178,232","Develops, implements, and oversees the Employee Assistance Office (EAO) and related functions to best provide help and assistance in a confidential manner for all employees and affiliates dealing with personal problems that may impair their job performance, to retain the institution's workforce. Supervises staff.","Provides direct professional counseling services to employees and affiliates as needed; Develops policies and procedures to assist management in dealing with employee medical/behavioral problems; Exercises supervisory authority, including hiring, transferring, suspending, promoting, managing conduct and performance, discharging, assigning, rewarding, disciplining, and/or approving hours worked of at least 2.0 full-time equivalent (FTE) employees; Serves as a unit liaison and subject matter expert to internal and external stakeholders providing information and representing the interests of the unit to align with strategic objectives; Develops and audits the unit budget and monitors program utilization; Evaluates counseling and treatment programs and facilities and recommends improvements to leadership; Develops and delivers counseling trainings and informational materials to various audiences",Master's Degree Preferred Minimum,Exempt,Yes,Yes,No,HR001: Employee Assistance Director (Inst),Administration and Management; Customer and Personal Service; Education and Training; Law and Government; Personnel and Human Resources,Active Listening; Judgment and Decision Making; Management of Personnel Resources; Reading Comprehension; Speaking,https://hr.wisc.edu/standard-job-descriptions/?q=HR001
HR002,Employee Assistance Program Counselor,Human Resources,Employee Services,Academic Staff,"21: $56,112-104,368","21: $56,112-104,368","Provides confidential consultation, assessment, referral, and advocacy with providers for faculty and staff, their family members or significant others to find resolutions to personal, work-related, behavioral, and/or health problems.","Advises, assesses, and guides employees and/or their family members or significant others with short-term counseling of personal, work-related, behavioral, and or health problems; Collects, audits, and updates client contact information and consultation materials; Refers clients and liaises with treatment or service providers, when necessary, to assist work units/groups with organizational difficulties and conflicts or to provide critical incident stress management; Prepares and delivers educational materials and trainings to ensure the dissemination of counseling related information to internal and external entities; Collaborates with internal entities to develop responses to individual and group workplace issues, maintains confidentiality, and adheres to professional standards, ethics, and laws",Master's Degree Preferred Minimum,Exempt,No,No,No,HR002: Employee Assistance Program Counselor,Customer and Personal Service; Education and Training; Psychology; Sociology and Anthropology; Therapy and Counseling,Active Listening; Reading Comprehension; Service Orientation; Social Perceptiveness; Speaking,https://hr.wisc.edu/standard-job-descriptions/?q=HR002
AE035,Employer Relations Coordinator,Academic Services and Student Experience,Career Services and Student Professional Development,Academic Staff,"19: $48,107-89,479","19: $48,107-89,479","Develops a comprehensive employer recruiting communication strategy, cultivates key partnerships, and establishes an extended professional network to effectively promote and market students and programs to local and national employers. Strives to create a welcoming, equitable, and inclusive work environment.","Serves as a point of contact for prospective employers providing advice and information about recruitment, engagement, hiring students, and addressing their needs; Schedules logistics and secures resources for on-campus recruiting activities; Proactively develops relationships and working knowledge of relevant industries; Provides students with information about internship opportunities, career planning, and/or employment opportunities and/or coaches students through the recruiting process; Participates in the campus-wide career services community providing input to leadership regarding the development of advising, recruitment, and co/curricular programs offered by the school/college",Bachelor's Degree Preferred Minimum,Exempt,No,No,No,AE035: Employer Relations Coordinator,Administrative; Customer and Personal Service; Education and Training; Psychology; Therapy and Counseling,Active Listening; Critical Thinking; Service Orientation; Social Perceptiveness; Speaking,https://hr.wisc.edu/standard-job-descriptions/?q=AE035
AE100,Employer Relations Manager,Academic Services and Student Experience,Career Services and Student Professional Development,Academic Staff,"21: $56,112-104,368","21: $56,112-104,368","Develops comprehensive employer recruiting communication strategies, cultivates key partnerships, and establishes an extended professional network to effectively promote and market students and programs to local and national employers. Supervises unit staff and/or oversees a critical strategic function, process, or initiative. Strives to create a welcoming, equitable, and inclusive work environment.","Serves as the main point of contact for prospective employers, provides advice and information about recruitment, engagement, hiring students, and addresses their needs; Schedules logistics and secures resources for on-campus recruiting activities; Develops relationships and working knowledge of relevant industries; Provides students with information about career planning and employment opportunities and/or coaches students through the recruiting process; May exercise supervisory authority, including hiring, transferring, suspending, promoting, managing conduct and performance, discharging, assigning, rewarding, disciplining, and/or approving hours worked of at least 2.0 FTE or equivalent employees; Participates in the campus-wide career services community providing input to leadership regarding the development of advising, recruitment, and co/curricular programs offered by the school/college",Bachelor's Degree Preferred Minimum,Exempt,No,No,No,AE100: Employer Relations Manager,Administrative; Customer and Personal Service; Education and Training; Psychology; Therapy and Counseling,Active Listening; Critical Thinking; Service Orientation; Social Perceptiveness; Speaking,https://hr.wisc.edu/standard-job-descriptions/?q=AE100
HR047,Employment Relations Director (Inst),Human Resources,HR Specialist,Limited,"27: $95,824-178,232","27: $95,824-178,232","Manages all aspects of the employee relations - human resources (HR) function for the institution. Develops, recommends, and implements approved organization-wide employee relations policies and practices, and/or supervises staff to ensure the uniform and equitable application of institutional policies and procedures. Ensures compliance with established legal requirements.","Serves as the institutional liaison and subject matter expert to leadership regarding all employee relations matters and associated policies, procedures, and best practices; Develops, implements, and audits programs and policies to ensure alignment with institutional objectives, legal requirements, and employee relations strategies; Serves as the main point of contact regarding the resolution of employee relations issues and policy and procedure interpretation and implementation; Oversees grievance issues, employee disciplinary transactions and terminations, and exit interviews; Exercises supervisory authority, including hiring, transferring, suspending, promoting, managing conduct and performance, discharging, assigning, rewarding, disciplining, and/or approving hours worked of at least 2.0 full-time equivalent (FTE) employees",Bachelor's Degree Preferred Minimum,Exempt,Yes,Yes,No,HR047: Employment Relations Director (Inst),Administration and Management; Customer and Personal Service; Education and Training; Law and Government; Personnel and Human Resources,Active Listening; Judgment and Decision Making; Management of Personnel Resources; Reading Comprehension; Speaking,https://hr.wisc.edu/standard-job-descriptions/?q=HR047
HR053,Employment Relations Investigator (Inst),Human Resources,HR Specialist,Academic Staff,"26: $87,112-162,029","26: $87,112-162,029","Conducts prompt, thorough, and fair human resources (HR) investigations including gathering and analyzing facts, applying relevant laws, policies, and past practice, and making credibility determinations to reach conclusions.","Collaborates with internal and external stakeholders to conduct prompt, thorough, and impartial investigations into violations of University policies and procedures; Conducts and manages investigations end-to-end including intake meetings, background research, investigative interviews, and debrief meetings with campus and/or unit leadership; Interviews all relevant parties including alleged victims, complainants, and witnesses; Prepares comprehensive written investigation reports and effectively communicates those results as needed; Maintains required documentation including intake and investigative notes, supporting documents, and final reports; Gathers, analyzes, tracks, and reports information and case trends",Bachelor's Degree Preferred Minimum,Exempt,Yes,No,No,HR053: Employment Relations Investigator (Inst),Administration and Management; Administrative; Customer and Personal Service; Law and Government; Personnel and Human Resources,Active Listening; Critical Thinking; Reading Comprehension; Speaking; Writing,https://hr.wisc.edu/standard-job-descriptions/?q=HR053
HR015,Employment Relations Manager,Human Resources,HR Specialist,Academic Staff,Scaled (expand for details),"26: $87,112-162,029; 25: $79,193-147,299 (B); 25: $79,193-147,299 (C)","Manages all aspects of the employee relations - human resources (HR) function. Develops, recommends, and implements approved organization-wide employee relations policies and practices and/or supervises staff to ensure the uniform and equitable application of organization policies and procedures. Ensures compliance with established legal requirements.","Serves as the unit liaison to leadership regarding all employee relations matters and associated policies, procedures, and best practices; Develops, implements, and audits programs and policies to ensure alignment with institutional objectives, legal requirements, and employee relations strategies; Serves as the main point of contact regarding the resolution of workforce relations issues and policy and procedure interpretation and implementation; Oversees grievance issues, employee disciplinary transactions and terminations, and exit interviews; Exercises supervisory authority, including hiring, transferring, suspending, promoting, managing conduct and performance, discharging, assigning, rewarding, disciplining, and/or approving hours worked of at least 2.0 full-time equivalent (FTE) employees",Bachelor's Degree Preferred Minimum,Exempt,No,Yes,Yes,HR015: Employment Relations Manager; HR058: Employment Relations Manager (B); HR061: Employment Relations Manager (C),Administration and Management; Administrative; Customer and Personal Service; Law and Government; Personnel and Human Resources,Active Listening; Critical Thinking; Reading Comprehension; Speaking; Writing,https://hr.wisc.edu/standard-job-descriptions/?q=HR015
HR016,Employment Relations Specialist I,Human Resources,HR Specialist,Academic Staff,"21: $56,112-104,368","21: $56,112-104,368","Identifies, analyzes, and evaluates workforce relations issues and various courses of action to consistently and effectively resolve issues within a work unit to contribute to the efficient operation of the unit.","Advises employees, supervisors, managers, and human resources staff regarding sensitive employee issues and documents activities according to established polices and procedures; Serves as subject matter expert for employee relations policies and processes within a designated focus area or work unit; Assists in the development and delivery of programs and policies aligned with unit objectives and institutional employee relations strategies; Schedules logistics and secures resources for managers regarding the resolution of workforce relations issues; Participates in grievance issues, employee disciplinary transactions and terminations, and exit interviews",Bachelor's Degree Preferred Minimum,Exempt,No,No,No,HR016: Employment Relations Specialist I,Administration and Management; Administrative; Customer and Personal Service; Law and Government; Personnel and Human Resources,Active Listening; Critical Thinking; Reading Comprehension; Speaking; Writing,https://hr.wisc.edu/standard-job-descriptions/?q=HR016
HR054,Employment Relations Specialist II (Inst),Human Resources,HR Specialist,Academic Staff,"24: $71,994-133,908","24: $71,994-133,908","Provides support and management for the institution's employment relations program. Provides consultation, drafts and updates policies and procedures, develops and presents training modules, hears grievances, manages appeals, recommends remedies for disputes, and establishes strong business partnerships.","Advises employees, supervisors, managers, and human resources staff regarding sensitive employee relations matters and documents activities according to established polices and procedures while ensuring institution-wide consistency in application of situational outcomes; Collaborates with university stakeholders on employee/employment relations matters, including matters that overlap with their offices and/or areas of specialty; Consults with employees, employee representatives, supervisory staff, and various campus offices seeking information and advice regarding a variety of employment relations issues, provides information and advice, and assists in resolution of the issue to the extent required; Collaborates with governance groups and campus stakeholders regarding the development and administration of policies, procedures, and appeals related to employment relations issues; Serves as a liaison to internal and external campus stakeholders regarding employee relations issues; Drafts, updates, and presents training material for the university employment relations program; Collaborates across division, units, and/or functional teams to bridge ideas and ensure cohesive strategies, structures, and concepts; Develops policies aligned with campus objectives and institutional employee relations strategies, and guides employees and divisions through employment relations policies and procedures; Guides divisions in grievance issues, employee disciplinary transactions and terminations, performance management, and workplace leave matters. Hears and adjudicates grievances and manages appeals",Bachelor's Degree Preferred Minimum,Exempt,Yes,No,No,HR054: Employment Relations Specialist II (Inst),Administration and Management; Administrative; Customer and Personal Service; Law and Government; Personnel and Human Resources,Active Listening; Critical Thinking; Reading Comprehension; Speaking; Writing,https://hr.wisc.edu/standard-job-descriptions/?q=HR054
FP142,Engineering Designer,Facilities and Capital Planning,Architecture and Engineering Services,Academic Staff,"24: $71,994-133,908","24: $71,994-133,908","Provides engineering expertise in designing Institution facilities, including buildings and physical plant infrastructure to ensure the Institution is meeting regulatory and professional engineering standards.","Assesses, designs, modifies, and constructs institution facilities utilizing engineering techniques and best practices; Monitors, interprets, communicates, and applies all established building codes, policies, and procedures; Liaises facility construction plans with internal and external stakeholders and vendors, and provides engineering guidance and recommendations to align with strategic facility planning; Serves as a subject matter expert to unit leadership regarding engineering technology, design, methodology, and execution for varying facilities projects",Certificate of Registration as a licensed Designer of Engineered Systems as outlined by the State of Wisconsin Department of Safety and Professional Services:https://dsps.wi.gov/Pages/Professions/DOESystems/Default.aspxRequired,Exempt,No,No,No,FP142: Engineering Designer,Administration and Management; Building and Construction; Design; Engineering and Technology; Physics,Active Listening; Complex Problem Solving; Critical Thinking; Mathematics; Reading Comprehension,https://hr.wisc.edu/standard-job-descriptions/?q=FP142
FP009,Engineering Specialist,Facilities and Capital Planning,Architecture and Engineering Services,Academic Staff,"24: $71,994-133,908","24: $71,994-133,908","Provides engineering expertise in designing, modifying and constructing Institution facilities, including buildings and physical plant infrastructure to ensure the Institution is meeting regulatory and professional engineering standards.","Assesses, designs, modifies, and constructs institution facilities utilizing engineering techniques and best practices; Monitors, interprets, communicates, and applies all established building codes, policies, and procedures; Liaises facility construction plans with internal and external stakeholders and vendors, and provides engineering guidance and recommendations to align with strategic facility planning; Assists other work units in evaluating building mechanical system conditions, when requested",Certificate of Registration as a licensed Engineer as outlined by the State of Wisconsin Department of Safety and Professional Services:https://dsps.wi.gov/Pages/Professions/Default.aspxPreferred Minimum,Exempt,No,No,No,FP009: Engineering Specialist,Computers and Electronics; Design; Engineering and Technology; Mechanical; Production and Processing,Active Listening; Complex Problem Solving; Critical Thinking; Monitoring; Reading Comprehension,https://hr.wisc.edu/standard-job-descriptions/?q=FP009
PB027,Engineering Supervisor,Public Broadcasting,Broadcast Engineering & Operations,Academic Staff,"24: $71,994-133,908","24: $71,994-133,908","Assists with the direction and coordination of activities related to acquisition, installation, and maintenance of studio, broadcasting, and IT equipment and infrastructure. Establishes procedures for operation of equipment to ensure performance meets standards of quality and rules and regulations set by the Federal Communications Commission (FCC).","Assists in determining strategic goals, planning, management, and supervision of the unit to ensure high quality media production and delivery; Serves as a point of contact during disaster recovery or situations requiring urgent attention; Makes recommendations and manages projects related to broadcast and IT equipment acquisition, installation, maintenance, and workflow procedures; Works as Engineer-in-Charge (EIC) or lead engineer, leads production planning and execution, including set-up and operation of technical production equipment; Advises and assists with budgetary planning and purchasing; Advises and assists with long-range technical facilities projects and plans; Serves as subject matter expert and a point of contact to internal and external stakeholders; May supervise the day-to-day activities of unit staff including training, evaluation, and resolution of personnel issues",Bachelor's Degree Preferred Minimum,Exempt,No,No,No,PB027: Engineering Supervisor,Administration and Management; Administrative; Customer and Personal Service; Personnel and Human Resources; Production and Processing,Active Listening; Coordination; Monitoring; Reading Comprehension; Speaking,https://hr.wisc.edu/standard-job-descriptions/?q=PB027
PB040,Environment Designer,Public Broadcasting,Production,Academic Staff,"20: $51,955-96,637","20: $51,955-96,637","Develops, coordinates, and executes all aspects of environment design production strategy and process, including creative and technological components. Conceptualizes, plans, and creates physical and/or digital assets for productions and events to support the strategic objectives of the unit.","Creates, designs, and produces design solutions to meet project needs through various digital and physical mediums for production, multimedia, or events; Applies creative expertise with spatial design problem-solving, layout and/or construction methodologies; Explores innovations and new techniques and tools in design methodologies, and analyzes and identifies cost effective design options to meet project requirements; Supervises and assists with production and event set-ups and strikes, and supervises students and part-time staff in accomplishing design goals; Schedules logistics, secures resources, organizes, and monitors design production projects adhering to established timelines and expectations; Works collaboratively with other creative professionals, engages in and responds to creative feedback, manages project workflow and timing, maintains files, and follows established work unit processes; Answers questions and provides information and problem resolution options to clients and stakeholders",Bachelor's Degree Preferred Minimum,Exempt,No,No,No,PB040: Environment Designer,Communications and Media; Computers and Electronics; Design; Fine Arts; Sales and Marketing,Active Learning; Active Listening; Critical Thinking; Speaking; Writing,https://hr.wisc.edu/standard-job-descriptions/?q=PB040
CP003,Environmental Health & Safety Representative,"Compliance, Legal, and Protection",Health and Safety,University Staff,"16: $38,189-71,031","16: $38,189-71,031","Schedules and performs initial evaluations for consultations and inspections, prepares equipment and educational materials and makes recommendations for safety program improvement to ensure all work is performed safely and in compliance will all applicable federal, state, and local regulations and standards.",Prepares and distributes educational materials for a specialized safety program; Assists in identifying and auditing safety programs and providing recommendations for improvement to comply with established regulations; Schedules on-site and virtual customer consultations; Inspects and ensures readiness of research sampling equipment and media,Bachelor's Degree Preferred Minimum,Non-Exempt,No,No,No,CP003: Environmental Health & Safety Representative,Administration and Management; Education and Training; Engineering and Technology; Law and Government; Public Safety and Security,Active Listening; Critical Thinking; Reading Comprehension; Speaking; Writing,https://hr.wisc.edu/standard-job-descriptions/?q=CP003
CP004,Environmental Health & Safety Specialist I,"Compliance, Legal, and Protection",Health and Safety,University Staff,"18: $44,543-82,851","18: $44,543-82,851","Provides consultation, performs inspections, and contributes to emergency plan creation in a specific area of specialty so all work, recreation, and research can be performed safely and in compliance will all applicable federal, state, and local regulations and standards. Makes recommendations for the control of identified hazards and assesses hazards using relevant regulatory methodologies.","Provides basic knowledge and guidance to internal and external stakeholders in a specialized area of safety such as biosafety, chemical, hazardous materials, agriculture, lake, radiation, and Occupational Safety and Health Act (OSHA); Assists with planning and executing technical inspections and consultations to measure compliance and identify practices that ensure safe operation of equipment; Assists with the planning of emergency plans and protocols",Bachelor's Degree Preferred Minimum,Non-Exempt,No,No,No,CP004: Environmental Health & Safety Specialist I,Biology; Chemistry; Customer and Personal Service; Education and Training; Engineering and Technology,Active Listening; Complex Problem Solving; Reading Comprehension; Speaking; Writing,https://hr.wisc.edu/standard-job-descriptions/?q=CP004
CP005,Environmental Health & Safety Specialist II,"Compliance, Legal, and Protection",Health and Safety,Academic Staff,"20: $51,955-96,637","20: $51,955-96,637","Identifies and develops plans to address safety issues, provides consultation, and tracks and manages cases in a specific area of specialty so all work, recreation, and research can be performed safely and in compliance will all applicable federal, state, and local regulations and standards. Makes recommendations for the control of identified hazards and assesses hazards using relevant regulatory methodologies.","Secures resources and schedules logistics for a safety program; Identifies operational and safety issues and develops improvement plans and standard operating procedures; Provides knowledge and guidance to internal and external stakeholders including leadership, in a specialized area of safety such biosafety, chemical, hazardous materials, agriculture, lake, radiation, and Occupational Safety and Health Act (OSHA); Directs logistical activities, allocates resources and investigates components of specific health and safety cases; Communicates findings to necessary stakeholders; Reviews industry updates and may assist in developing safety communication materials based on industry changes",Bachelor's Degree Preferred Minimum,Exempt,No,No,No,CP005: Environmental Health & Safety Specialist II,Biology; Chemistry; Customer and Personal Service; Education and Training; Engineering and Technology,Active Listening; Complex Problem Solving; Reading Comprehension; Speaking; Writing,https://hr.wisc.edu/standard-job-descriptions/?q=CP005
CP006,Environmental Health & Safety Specialist III,"Compliance, Legal, and Protection",Health and Safety,Academic Staff,"21: $56,112-104,368","21: $56,112-104,368","Directs and leads the development and implementation of the program to address safety issues, provides consultation, and provides direction and resource recommendations for cases in a specific area of specialty so all work, recreation, and research can be performed safely and in compliance will all applicable federal, state, and local regulations and standards. Makes recommendations for the control of identified hazards and assesses hazards using relevant regulatory methodologies.","Provides expert knowledge and guidance to internal and external stakeholders including leadership in a specialized area of safety such biosafety, chemical, hazardous materials, agriculture, lake, radiation, and Occupational Safety and Health Act (OSHA); Manages the logistics of a safety program and is responsible for its implementation and operational success; Reviews industry updates and directs the development of safety communications and associated staff; Accurately documents violations and regulation changes and effectively communicates necessary findings to the appropriate authorities; Leads the day-to-day activities of a health and safety work unit",Bachelor's Degree Preferred Minimum,Exempt,No,No,No,CP006: Environmental Health & Safety Specialist III,Biology; Chemistry; Customer and Personal Service; Education and Training; Engineering and Technology,Active Listening; Complex Problem Solving; Reading Comprehension; Speaking; Writing,https://hr.wisc.edu/standard-job-descriptions/?q=CP006
CP007,Environmental Health & Safety Training Specialist,"Compliance, Legal, and Protection",Health and Safety,Academic Staff,"20: $51,955-96,637","20: $51,955-96,637","Develops training materials and leads training sessions, evaluates training program effectiveness, and consults for identification, evaluation, and recommendations for improvement to safety protocol so all work, recreation, and research can be performed safely and in compliance will all applicable federal, state, and local regulations and standards.","Develops and presents specialized health and safety training programs for classroom, hands-on, and/or computer-based settings; Collects and analyzes data to evaluate program effectiveness and measure alignment with strategic goals; Develops curriculum evaluation tools and resources for participants; Provides evaluations and recommendations for process improvements and serves as a consultant for internal and external stakeholders",Bachelor's Degree Preferred Minimum,Exempt,No,No,No,CP007: Environmental Health & Safety Training Specialist,Administration and Management; Education and Training; Engineering and Technology; Law and Government; Public Safety and Security,Active Listening; Critical Thinking; Reading Comprehension; Speaking; Writing,https://hr.wisc.edu/standard-job-descriptions/?q=CP007
CP008,Environmental Health and Safety Associate Director,"Compliance, Legal, and Protection",Health and Safety,Academic Staff,"27: $95,824-178,232","27: $95,824-178,232","Directs the development and implementation of the institutional health safety program and strategy, supervises managerial staff and communicates unit direction to senior leadership so all work, recreation, and research can be performed safely and in compliance will all applicable federal, state, and local regulations and standards.","Assists in the development of strategic safety initiatives, coordinating with other areas of specialty to ensure cross-functional alignment; Exercises supervisory authority, including hiring, transferring, suspending, promoting, managing conduct and performance, discharging, assigning, rewarding, disciplining, and/or approving hours worked of at least 2.0 full-time equivalent (FTE) employees; Assists in the development of operating policies and procedures to comply with established industry regulations and unit objectives; Serves as the unit liaison to institutional stakeholder groups providing organizational information and representing the interests of the unit in the absence of a director",Master's Degree Preferred Minimum,Exempt,No,Yes,No,CP008: Environmental Health and Safety Associate Director,Administration and Management; Administrative; Biology; Chemistry; Computers and Electronics,Active Listening; Critical Thinking; Monitoring; Reading Comprehension; Science,https://hr.wisc.edu/standard-job-descriptions/?q=CP008
CP009,Environmental Health and Safety Director,"Compliance, Legal, and Protection",Health and Safety,Limited,"28: $110,197-204,967","28: $110,197-204,967","Develops and directs the strategic direction of unit programs and functions, determines resource allocation, identifies opportunities for and leads committees in policy development, develops and controls the unit operating budget so all work, recreation, and research can be performed safely and in compliance will all applicable federal, state, and local regulations and standards.","Determines strategic direction and leads unit planning for safety program(s); Exercises supervisory authority, including hiring, transferring, suspending, promoting, managing conduct and performance, discharging, assigning, rewarding, disciplining, and/or approving hours worked of at least 2.0 full-time equivalent (FTE) employees; Identifies policy development needs and assists with policy interpretation and proposes revisions; Monitors all unit communications and business relationships and provides guidance that aligns with strategic goals; Develops and monitors the budget for all safety programs within the unit; Represents the unit and serves as liaison to internal and external stakeholders",Terminal Degree Preferred Minimum,Exempt,No,Yes,No,CP009: Environmental Health and Safety Director,Administration and Management; Administrative; Biology; Chemistry; Computers and Electronics,Active Listening; Critical Thinking; Monitoring; Reading Comprehension; Science,https://hr.wisc.edu/standard-job-descriptions/?q=CP009
